Filename,Sender Info,Addressee Info,input,predicted_sender,predicted_receiver
14_2044_12091.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Please convey my many services, greetings and good wishes to my gracious Lord Rösten.",Ambrosius  Blarer (Blaurer)_8055,Lord Rösten
14_2024_12071.xml,Johann Leopold (Lüpold)  Frey_8082,Heinrich  Bullinger_495,"The others also say, to whom I have distributed the booklets sent by you, that they will always owe you the highest gratitude, indeed, all of them are well and wish to greet you in my letters.",Johann Leopold (Lüpold)  Frey_8082,Heinrich  Bullinger_495
14_2024_12071.xml,Johann Leopold (Lüpold)  Frey_8082,Heinrich  Bullinger_495,"Therefore, you will greet all your people in my name and you will love me, as you do.",Heinrich  Bullinger_495,Heinrich  Bullinger_495
14_1853_11899.xml,Wolfgang  Haller_1453,Heinrich  Bullinger_495,All my remaining fellow members salute you and your whole family.,Wolfgang  Haller_1453 remaining fellow members,Heinrich  Bullinger_495 and Heinrich  Bullinger_495 whole family
14_1990_12037.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,"Give my greetings to D. Frisio, Pellican_8127, and Gvalther_8011.",Johannes  Gast_1278,"D. Frisio, Pellican_8127, Gvalther_8011"
14_1855_11901.xml,Erasmus  Ritter_2810,Heinrich  Bullinger_495,Greet all the brothers in my name.,Erasmus  Ritter_2810,all the brothers
14_1908_11955.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,"The Blessed Count greeted me in your name - yesterday, I met him as you noted, and made him aware of the book that you sent him - and he added that he had someone to carry letters, if I wished to give them.",Celio Secondo  Curione_714,you
14_1908_11955.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,You will greet your entire family and those most excellent brothers.,Heinrich  Bullinger_495,"Heinrich  Bullinger_495 entire family, those most excellent brothers"
14_1982_12029.xml,Heinrich  Bullinger_495,Johannes  Calvin_540,Your brothers send greetings.,Johannes  Calvin_540 brothers,Johannes  Calvin_540 brothers
14_1982_12029.xml,Heinrich  Bullinger_495,Johannes  Calvin_540,Send greetings to all our brothers for us.,Heinrich  Bullinger_495,all Heinrich  Bullinger_495 brothers
14_1841_11887.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,"Erasmus_2810 greets you, and all the wise greet all of you.",Erasmus_2810,Heinrich  Bullinger_495
14_1841_11887.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,"Greet the consul Hagius_1419, the quaestor Lavater_1888 etc.",Eberhard  von Rümlang_3700,"the consul Hagius_1419, the quaestor Lavater_1888"
14_1868_11914.xml,Johannes (Gian)  Travers_8451,Heinrich  Bullinger_495,"Greetings to the distinguished Otto Werdmuller, Benedict Evandrus, John Pontasellus_6831 and your other students and brothers. And if you perceive that my son in some way needs advice, I ask that you assist and correct him, by your kindness.",Johannes (Gian)  Travers_8451 son,"Otto Werdmuller, Benedict Evandrus, John Pontasellus_6831, Heinrich  Bullinger_495 other students and brothers"
14_2027_12074.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Greet your home with all your brothers and friends.,Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495 home, all Heinrich  Bullinger_495 brothers, friends"
14_2027_12074.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,All of mine send you greetings.,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495
14_2047_12094.xml,"Wolfgang  Musculus (Müsli, Meuslin)_8417",Heinrich  Bullinger_495,"Greet the brothers, especially Gualtherus_8011.","Wolfgang  Musculus (Müsli, Meuslin)_8417",Gualtherus_8011
14_1921_11968.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,Greet Frisius_4844 on my behalf along with old man Pellican_8127.,Johannes  Gast_1278,"Frisius_4844, Pellican_8127"
14_1944_11991.xml,Heinrich  Bullinger_495,Johannes  Calvin_540,"All the brothers greet you, Megander, Pelicanus, Bibliander, Gualtherus, Gesnerus, the father of this boy E. Fabricius, and the rest.","Megander, Pelicanus, Bibliander, Gualtherus, Gesnerus, the father of this boy E. Fabricius, and the rest",Johannes  Calvin_540
14_1911_11958.xml,Johannes  Hospinian (Wirth)_8384,Heinrich  Bullinger_495,My brother Christian_8383 with his wife greets you most cordially along with your entire family.,Johannes  Hospinian (Wirth)_8384 brother Christian_8383 with his wife,"Heinrich  Bullinger_495, Heinrich  Bullinger_495 entire family"
14_1911_11958.xml,Johannes  Hospinian (Wirth)_8384,Heinrich  Bullinger_495,"In my words, greet Mr. Pellican_8127, Megander_8412, Biblander_8171, Erasmus_8437, Binder_344 and others.",In Johannes  Hospinian (Wirth)_8384 words,"Mr. Pellican_8127, Megander_8412, Biblander_8171, Erasmus_8437, Binder_344."
14_1994_12041.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"You always recommend us to the Lord and greet friends, especially your family. ",Heinrich  Bullinger_495,Heinrich  Bullinger_495
14_2019_12066.xml,Camillo  Renato_2807,Heinrich  Bullinger_495,"As for our affairs which pertain to piety, they are going on most beautifully in this valley. Therefore, all brothers salute you in the Lord without exception.",all brothers,Heinrich  Bullinger_495
14_2019_12066.xml,Camillo  Renato_2807,Heinrich  Bullinger_495,"In return, you will greet the church of Zurich in our name, to whose prayers we entrust our cause as diligently as possible.",in Camillo  Renato_2807 name,Heinrich  Bullinger_495
14_2008_12055.xml,Lorenz  Meyer (Agricola)_8130,Heinrich  Bullinger_495,I greeted the Lord Licentiate Adam_278 in your name.,Lorenz  Meyer (Agricola)_8130,Heinrich  Bullinger_495
14_1885_11931.xml,"Wolfgang  Musculus (Müsli, Meuslin)_8417",Heinrich  Bullinger_495,"Greet in my name all your fellow workers, our lords and brothers, especially Mr. Gvalther_8011, who became known to me, unless I am mistaken, at the imperial diet in the year 1541, whom I have begun to pursue with a certain special affection for his outstanding piety, learning and placidity of manners.","Wolfgang  Musculus (Müsli, Meuslin)_8417","Mr. Gvalther_8011, Heinrich  Bullinger_495 fellow workers, Wolfgang  Musculus (Müsli, Meuslin)_8417 lords and brothers, Mr. Gvalther_8011"
14_1836_11882.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"To the dear Christian lord Rösten_2816 and his son, also to the housewife, I would like to extend many services, good and greetings with the wish of many gracious, faithful and patient years with all good; I desire their all true, faithful intercession.",Ambrosius  Blarer (Blaurer)_8055,"the dear Christian lord Rösten_2816, his son, the housewife"
14_2014_12061.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,Send my greetings to D. Theodore_8171.,Johannes  Gast_1278,D. Theodore_8171
14_2036_12083.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,All our people greet you.,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495
14_1842_11888.xml,Heinrich  Bullinger_495,Eberhard  von Rümlang_3700,"Kindly greet Erasmus_2810, Megander_8412, Bibliander_8171, Pellican_8127, Gvaltherus_8011, me, and in fact everyone.",Heinrich  Bullinger_495,"Erasmus_2810, Megander_8412, Bibliander_8171, Pellican_8127, Gvaltherus_8011, Heinrich  Bullinger_495"
14_1842_11888.xml,Heinrich  Bullinger_495,Eberhard  von Rümlang_3700,Everyone sends their greetings to you.,Everyone,Eberhard  von Rümlang_3700
14_1842_11888.xml,Heinrich  Bullinger_495,Eberhard  von Rümlang_3700,"I will write to Gyron_4610, Hagius_8389, Haller_8012, Gravenried_7510, and all the pious, whom you will greet for all of us.",Heinrich  Bullinger_495,"Gyron_4610, Hagius_8389, Haller_8012, Gravenried_7510, all the pious"
14_1976_12023.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Salute your whole household with all your friends, especially Gvalther_8011, to whose most loving letters, I will reply as soon as it will be convenient.",Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495 whole household, all Heinrich  Bullinger_495 friends, Gvalther_8011"
14_1976_12023.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Our people salute you, especially my brother together with Zviccius_4082.",Ambrosius  Blarer (Blaurer)_8055 people,Heinrich  Bullinger_495
14_2042_12089.xml,Heinrich  Bullinger_495,Philipp  Melanchthon_2095,"Most friendly greetings from D. Pelican, Megander, Bibliander, Gualtherus, Fabritius, and the rest.","D. Pelican, Megander, Bibliander, Gualtherus, Fabritius, and the rest","D. Pelican, Megander, Bibliander, Gualtherus, Fabritius"
14_1900_11947.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,Give my greetings to our Theodore_8171.,Johannes  Gast_1278,Theodore_8171
14_1949_11996.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,Farewell through Jesus Christ and greet your sweetest wife and children in my name and that of my wife; also please greet these excellent brothers.,Celio Secondo  Curione_714 and that of Celio Secondo  Curione_714 wife,"Heinrich  Bullinger_495 sweetest wife, children, Heinrich  Bullinger_495 wife"
14_1949_11996.xml,Celio Secondo  Curione_714,Heinrich  Bullinger_495,D. Viretus_3429 and D. Count_8031 send their greetings in return.,"D. Viretus_3429, D. Count_8031","D. Viretus_3429, D. Count_8031"
14_1962_12009.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,"You will greet the most distinguished men, brother consul and Zviccium_4082.",Ambrosius  Blarer (Blaurer)_8055,Ambrosius  Blarer (Blaurer)_8055
14_2012_12059.xml,Matthias  Erb_1010,Heinrich  Bullinger_495,"Greet in my name all your fellow workers of the word of God, Pelican_8127 first, Gwalther_8011, Megander_8412, Bibliander_8171 and my Erasmus_8437, and all who are joined with us in Christ.",Matthias  Erb_1010,"all Heinrich  Bullinger_495 fellow workers of the word of God, Pelican_8127, Gwalther_8011, Megander_8412, Bibliander_8171, Erasmus_8437"
14_2012_12059.xml,Matthias  Erb_1010,Heinrich  Bullinger_495,Nicolas Regius_8088 and all the prelates of our Church greet you too.,"Nicolas Regius_8088, all the prelates of Matthias  Erb_1010 Church",Heinrich  Bullinger_495
14_1933_11980.xml,Heinrich  Bullinger_495,Johannes (Jan)  a Lasco (Laski)_8041,"Please extend my respectful greeting to Herman_179 of Aquilomontanum_179. I would have also written to him, were it not for my illness and bodily weakness.",Heinrich  Bullinger_495,Herman_179 of Aquilomontanum_179
14_1933_11980.xml,Heinrich  Bullinger_495,Johannes (Jan)  a Lasco (Laski)_8041,"Your fellow ministers and all the brothers send their greetings, Megander_8412, Gvaltherus_8011, Fabricius_8437, Pellicanus_8127, Bibliander_8171, Gessnerus_1283, Ammianus_167, Collinus_4554, Werdmullerus_8459 and the other servants of Christ.","Megander_8412, Gvaltherus_8011, Fabricius_8437, Pellicanus_8127, Bibliander_8171, Gessnerus_1283, Ammianus_167, Collinus_4554, Werdmullerus_8459","Johannes (Jan)  a Lasco (Laski)_8041 fellow ministers, all the brothers"
14_1874_11920.xml,Heinrich  Bullinger_495,Martin  Bucer_467,Greet the brothers and take care.,Heinrich  Bullinger_495,the brothers
14_1954_12001.xml,Johannes  Hospinian (Wirth)_8384,Heinrich  Bullinger_495,"Farewell happily in Christ with your wife and your children, whom you lovingly greet with my words.",Johannes  Hospinian (Wirth)_8384,"Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 children"
14_1917_11964.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,To Lord Rösten_2816 I send much service and greetings from me.,Lord Rösten_2816,Lord Rösten_2816
14_1917_11964.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Greet your wife and your entire household and commend us diligently to your lord.,Ambrosius  Blarer (Blaurer)_8055,"Heinrich  Bullinger_495 wife, Heinrich  Bullinger_495 entire household, Heinrich  Bullinger_495 lord"
14_1891_11937.xml,Johann Leopold (Lüpold)  Frey_8082,Heinrich  Bullinger_495,"They greet you, those whom you also commanded to be safe.",They,Heinrich  Bullinger_495
14_1891_11937.xml,Johann Leopold (Lüpold)  Frey_8082,Heinrich  Bullinger_495,"Greet on my behalf, those whom you knew to be dearest to me.",Johann Leopold (Lüpold)  Frey_8082,those whom Heinrich  Bullinger_495 knew to be dearest to Johann Leopold (Lüpold)  Frey_8082
14_1888_11934.xml,"Johannes  Pistorius (Niddanus, Becker) d.Ä._9046",Heinrich  Bullinger_495,All of ours salute you.,"Johannes  Pistorius (Niddanus, Becker) d.Ä._9046",Heinrich  Bullinger_495
14_1995_12042.xml,Richard  Hilles_1548,Heinrich  Bullinger_495,"You will not disdain to greet in my name Lord Theodore_8171, D. Pellican_8127, D. Megandrum, and your other pious and very learned men.",Heinrich  Bullinger_495,"Lord Theodore_8171, D. Pellican_8127, D. Megandrum"
14_1995_12042.xml,Richard  Hilles_1548,Heinrich  Bullinger_495,"My wife greets you along with your most pious spouse, to whom also I pray you to offer my greetings in my name.",Richard  Hilles_1548 wife,"Heinrich  Bullinger_495, Heinrich  Bullinger_495 most pious spouse"
14_1977_12024.xml,Martin  Bucer_467,Heinrich  Bullinger_495,"Greetings to the most distinguished, most learned and most pious men, Mr. Bibliander_8171, Pellican_8127, Otto_8459 and others, to whom my greeting is not unwelcome.",Martin  Bucer_467,"Mr. Bibliander_8171, Pellican_8127, Otto_8459, others"
14_1945_11992.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,Salute Lord Pellican_8127 in my name.,Oswald  Myconius (Geißhüsler)_8418,Lord Pellican_8127
14_1870_11916.xml,Heinrich  Bullinger_495,Johannes  Cochläus (Dobneck)_8312,I greet you.,Heinrich  Bullinger_495,Johannes  Cochläus (Dobneck)_8312
14_2040_12087.xml,Heinrich  Bullinger_495,Eberhard  von Rümlang_3700,"You will convey greetings to your master the questor of the treasury, my distinguished friend, Hagio_8389 and the others.",Eberhard  von Rümlang_3700,"Eberhard  von Rümlang_3700 master, the questor of the treasury, Heinrich  Bullinger_495 distinguished friend, Hagio_8389, the others"
14_1934_11981.xml,Heinrich  Bullinger_495,Johannes  Reekamp (Recampus)_8496,"The most pious brethren and our companions d. Gaspar Megander_8412, d. Rodolphus Gvaltherus_8011, d. Erasmus Fabricius_8437, d. Conradus Pellicanus_8127, d. Theodorus Bibliander_8171, d. d. Conradus Gessnerus_1283 and all the other readers, professors, deacons and brothers send greetings and wish all good to you and all of yours.",Heinrich  Bullinger_495,"Johannes  Reekamp (Recampus)_8496, all of Johannes  Reekamp (Recampus)_8496"
14_2010_12057.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,"Farewell and greet Welser_3927, whose fragment I send here together; I thank you.",Heinrich  Bullinger_495,Welser_3927
14_2010_12057.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,You will greet all the brothers.,Ambrosius  Blarer (Blaurer)_8055,all the brothers
14_1932_11979.xml,Heinrich  Bullinger_495,Hans Rudolf  Lavater_1888,"Last night my lord mayor of Watt wrote and ordered me to greet both lords and you; and writes that they have good news or knowledge from Hungary, that the enemy with a force of 80,000 is already arrayed against Austria, where little progress has been made again; and they are preparing themselves for a terrible invasion.",Heinrich  Bullinger_495 lord mayor of Watt,Hans Rudolf  Lavater_1888
14_1960_12007.xml,Heinrich  Bullinger_495,Joachim  Vadian (von Watt)_8049,Give my warmest greetings to brother D. Johann Kessler.,Heinrich  Bullinger_495,brother D. Johann Kessler
14_1884_11930.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,"My wife sends to your and Mr. Theodorus'_8171 wives each a knife and asks for them to accept it with a small intention, which is in all good things, and not to despise it, and greets you and your wives in the name of the lord.",Johannes  Gast_1278 wife,Heinrich  Bullinger_495 and Mr. Theodorus'_8171 wives
14_1884_11930.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,Please give my greetings to Mr. Theodorus_8171 on my behalf.,Johannes  Gast_1278,Mr. Theodorus_8171
14_1953_12000.xml,Matthias  Erb_1010,Heinrich  Bullinger_495,You will greet all the brothers and fellow workers by name.,Heinrich  Bullinger_495,all the brothers and fellow workers
14_1953_12000.xml,Matthias  Erb_1010,Heinrich  Bullinger_495,"All our people greet you, especially Nicolas Regius_8088 etc.",Matthias  Erb_1010,Heinrich  Bullinger_495
14_1991_12038.xml,"Wolfgang  Musculus (Müsli, Meuslin)_8417",Heinrich  Bullinger_495,Return greetings to all your companions most affectionately in my name.,"Wolfgang  Musculus (Müsli, Meuslin)_8417 name",all Heinrich  Bullinger_495 companions
14_1991_12038.xml,"Wolfgang  Musculus (Müsli, Meuslin)_8417",Heinrich  Bullinger_495,"I have given my greetings in your name to Mr.  Peutingero_6076, who in return greets you heartily.","Wolfgang  Musculus (Müsli, Meuslin)_8417",Heinrich  Bullinger_495
14_1878_11924.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Give my kindest regards to my dear lord mayor Rösten_2816, his son and daughters, many services, good and greetings, and always pray for us to God and the world.",Ambrosius  Blarer (Blaurer)_8055,"Ambrosius  Blarer (Blaurer)_8055 dear lord mayor Rösten_2816, his son and daughters, many services"
14_1864_11910.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,"Farewell with all scholars, whom I wish to be greeted in my name, and you, in turn, with your wife, children, and the entire family, take care and keep me recommended.",Eberhard  von Rümlang_3700,"Heinrich  Bullinger_495, Heinrich  Bullinger_495 wife, children, the entire family"
14_1843_11889.xml,Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495,"My brothers greet you warmly, especially Bartholomew Bertlinus_330, along with consul Funckius.","Gervasius  Schuler (Scholasticus)_8440 brothers, Bartholomew Bertlinus_330, consul Funckius",Heinrich  Bullinger_495
14_1980_12027.xml,"Johannes  Pistorius (Niddanus, Becker) d.Ä._9046",Heinrich  Bullinger_495,A few ministers of the word greet you across the fields.,A few ministers of the word,Heinrich  Bullinger_495
14_1846_11892.xml,Heinrich  Bullinger _495,Oswald  Myconius (Geißhüsler)_8418,All your brothers send greetings.,All Oswald  Myconius (Geißhüsler)_8418 brothers,Oswald  Myconius (Geißhüsler)_8418 brothers
14_2046_12093.xml,Oswald  Myconius (Geißhüsler)_8418,Heinrich  Bullinger_495,"To the most learned D. Heinrich Bullinger, faithful bishop of the Zurich, my regards in Christ.",Oswald  Myconius (Geißhüsler)_8418,"D. Heinrich Bullinger, faithful bishop of the Zurich"
14_1873_11919.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,"Greet Mr. Theodore_8171 on my behalf, to whom I would send my works if I knew they would be welcomed.",Johannes  Gast_1278,Mr. Theodore_8171
14_1971_12018.xml,Heinrich  Bullinger_495,Ambrosius  Blarer (Blaurer)_8055,"Send my greetings to the most devout men, the consul brother and Mr. Zviccium_4082 along with the brothers, especially to your household.",Heinrich  Bullinger_495,"the most devout men, the consul brother, Mr. Zviccium_4082, the brothers, Ambrosius  Blarer (Blaurer)_8055 household"
14_1939_11986.xml,Camillo  Renato_2807,Heinrich  Bullinger_495,"You will greet for us the ministers of Christ and the church that is there, in the Lord.",Heinrich  Bullinger_495,Heinrich  Bullinger_495
14_1837_11883.xml,Matthias  Erb_1010,Heinrich  Bullinger_495,Greet your family.,Matthias  Erb_1010,Heinrich  Bullinger_495 family
14_1837_11883.xml,Matthias  Erb_1010,Heinrich  Bullinger_495,"We greet you, our Megander_8412, Erasmus_8437, Gvalther_8011, Bibliander_8171, Pellican_8127 and all doctors of your church, as many as we are entrusted with the word of God in our field.",Matthias  Erb_1010,"Heinrich  Bullinger_495, Matthias  Erb_1010 Megander_8412, Erasmus_8437, Gvalther_8011, Bibliander_8171, Pellican_8127, all doctors of Heinrich  Bullinger_495 church"
14_1955_12002.xml,Heinrich  Bullinger_495,Johannes  Calvin_540,Greet the brothers.,Heinrich  Bullinger_495,the brothers
14_2051_12098.xml,Eberhard  von Rümlang_3700,Heinrich  Bullinger_495,Greet all the scholars.,Eberhard  von Rümlang_3700,all the scholars
14_1943_11990.xml,"Wolfgang  Musculus (Müsli, Meuslin)_8417",Heinrich  Bullinger_495,Greet all the brothers there.,"Wolfgang  Musculus (Müsli, Meuslin)_8417",all the brothers
14_1943_11990.xml,"Wolfgang  Musculus (Müsli, Meuslin)_8417",Heinrich  Bullinger_495,"The symmystae greet you in turn, then also our older sir, Peutinger_6076, very obligingly greets your humanity back.","Wolfgang  Musculus (Müsli, Meuslin)_8417 older sir, Peutinger_6076",Heinrich  Bullinger_495
14_1993_12040.xml,Heinrich  Bullinger_495,Johannes  Stumpf_3067,"You will send my regards to your beloved wife, from me and my wife.",Heinrich  Bullinger_495,Johannes  Stumpf_3067 beloved wife
14_1889_11935.xml,Wigand  Happel_1456,Heinrich  Bullinger_495,"You will greet your entire family on my behalf, very familiarly, and d. Gesner_1283, M. Otto_8459 and the dean, good and learned men, individually and diligently.",Wigand  Happel_1456,"Heinrich  Bullinger_495 entire family, d. Gesner_1283, M. Otto_8459, the dean"
14_1948_11995.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Greet all the brothers and friends with your entire household.,Ambrosius  Blarer (Blaurer)_8055,"all the brothers, friends, Heinrich  Bullinger_495 entire household"
14_1948_11995.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,I will write to Gvalther_8011 as soon as I am free; please greet him most affectionately on my behalf.,Ambrosius  Blarer (Blaurer)_8055,Gvalther_8011
14_1875_11921.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"All of ours greet you, foremost my brother and Zviccius_4082 with his companions and my wife, who together with me sends their warmest greetings to your wife and entire house.","Ambrosius  Blarer (Blaurer)_8055, Zviccius_4082, his companions, Ambrosius  Blarer (Blaurer)_8055 wife","Heinrich  Bullinger_495, Heinrich  Bullinger_495 wife, entire house"
14_1928_11975.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"May the Lord have mercy on us as soon as possible, to whom we earnestly commend ourselves and our brethren, whom we greet lovingly and dutifully.",Ambrosius  Blarer (Blaurer)_8055,Ambrosius  Blarer (Blaurer)_8055
14_1998_12045.xml,Heinrich  Bullinger_495,Martin  Bucer_467,Your brothers greet you.,Martin  Bucer_467 brothers,Martin  Bucer_467
13_1794_11840.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Farewell, my dearest and best brother in the Lord, along with your entire household, whom along with Walther_8011, our uniquely dear friend, and other friends and brothers you will most dutifully greet on my behalf.",Ambrosius  Blarer (Blaurer)_8055,"Ambrosius  Blarer (Blaurer)_8055 brother in the Lord, Heinrich  Bullinger_495 entire household, Walther_8011, Ambrosius  Blarer (Blaurer)_8055 uniquely dear friend, other friends and brothers"
13_1794_11840.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,All of ours send you their greetings.,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495
13_1761_11807.xml,Francis  Warner_3872,Heinrich  Bullinger_495,"Many greetings, together with your wife, from Lord Richard Hilles and his wife, from whom you will receive a pair of knives for your wife, which D. Henry Falkner will deliver to you.",Lord Richard Hilles and his wife,"Heinrich  Bullinger_495, Heinrich  Bullinger_495 wife"
13_1831_11877.xml,Martin  Bucer_467,Heinrich  Bullinger_495,Greet all our colleagues here formally on our behalf.,Martin  Bucer_467,all Martin  Bucer_467 colleagues
13_1759_11805.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,D. Andreas Wesalius salutes you most dutifully.,D. Andreas Wesalius,Heinrich  Bullinger_495
13_1726_11771.xml,Johannes  Caesarius_536,Heinrich  Bullinger_495,"Please greet (I beg you) with my words, the rest of the preachers there and especially my most beloved son, who met me in Cologne and greeted and conversated with me so sweetly and pleasantly that I can't not remember him, and also admonish him that he writes to me sometimes.",Johannes  Caesarius_536,"the rest of the preachers there, Johannes  Caesarius_536 most beloved son"
13_1801_11847.xml,Peter  Fuchs_1057,Heinrich  Bullinger_495,Greet all your household and good friends and brothers for me.,Peter  Fuchs_1057,"Heinrich  Bullinger_495 household, friends, brothers"
13_1723_11768.xml,Heinrich  Bullinger_495,Johannes  Lening_1903,Greet in my name all the friends and brothers favouring me that you know.,Heinrich  Bullinger_495 name,all the friends and brothers favouring Heinrich  Bullinger_495 that Johannes  Lening_1903 know
13_1718_11763.xml,Simprecht  Vogt_3481,Heinrich  Bullinger_495,"Lingkius_8090 and Grübellius_5056, my colleagues, send their greeting to you.","Lingkius_8090,  Grübellius_5056",Heinrich  Bullinger_495
13_1743_11789.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"In particular, you will most respectfully greet my Gvaltherus_8011, to whom it was absolutely necessary to write; but no opportunity was given at all.",Heinrich  Bullinger_495,Gvaltherus_8011
13_1737_11782.xml,Matthias  Erb_1010,Heinrich  Bullinger_495,"You will be well with your church and your brothers, whom you will greet by name, especially Erasmus_8437, my Megandrum_8412, Pellican_8127 etc.",Heinrich  Bullinger_495,"Heinrich  Bullinger_495 church, Heinrich  Bullinger_495 brothers, Erasmus_8437, Megandrum_8412, Pellican_8127"
13_1715_11760.xml,Gervasius  Schuler (Scholasticus)_8440,Heinrich  Bullinger_495,"All the brothers and colleagues greet you through me, as well as Funckius_1257, our consul.","All the brothers and colleagues, Funckius_1257, Gervasius  Schuler (Scholasticus)_8440 consul",Heinrich  Bullinger_495
13_1709_11754.xml,Johannes  Fischer (Piscatorius)_8344,Konrad  Pellikan (Kürschner) _8127,Greet each other with love.,Johannes  Fischer (Piscatorius)_8344,each other
13_1799_11845.xml,Heinrich  Bullinger_495,Johannes  Calvin_540,"Your brothers Megander, Bibliander, Pellicanus, Gualtherus, and the rest greet you.","Megander, Bibliander, Pellicanus, Gualtherus, and the rest",Johannes  Calvin_540
13_1767_11813.xml,Johannes  Gast_1278,Heinrich  Bullinger_495,Greet D. Theodore_8171 and your wife.,Johannes  Gast_1278,"D. Theodore_8171, Heinrich  Bullinger_495 wife"
13_1762_11808.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Commend us to the brethren, to whom with all your house say much greeting in our words.",Ambrosius  Blarer (Blaurer)_8055,"the brethren, all Heinrich  Bullinger_495 house"
13_1762_11808.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,Everyone of ours send their greetings to you.,Everyone of ours,Heinrich  Bullinger_495
13_1732_11777.xml,Richard  Hilles_1548,Heinrich  Bullinger_495,"Farewell, and extend my deepest regards to your beloved wife and to all the most pious and learned men, whom I know through your assistance, there. ",Richard  Hilles_1548 deepest regards,"Heinrich  Bullinger_495 beloved wife, most pious and learned men"
13_1754_11800.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"My brother and our friends and administrators, including Zviccio_4082, send you their heartfelt greetings in the Lord and entrust themselves to you.","Ambrosius  Blarer (Blaurer)_8055 brother, Ambrosius  Blarer (Blaurer)_8055 friends and administrators,  Zviccio_4082",Heinrich  Bullinger_495
13_1754_11800.xml,Ambrosius  Blarer (Blaurer)_8055,Heinrich  Bullinger_495,"Please convey my greetings to my most excellent brothers, Pellicanum_8127, Gvaltherum_8011, Theodorus_8171, Megandrum_8412 and Fabritium_8437. I sincerely wish that in the Lord they will support me with their most pious prayers.",Ambrosius  Blarer (Blaurer)_8055,"Ambrosius  Blarer (Blaurer)_8055 most excellent brothers, Pellicanum_8127, Gvaltherum_8011, Theodorus_8171, Megandrum_8412, Fabritium_8437"
13_1807_11853.xml,Peter  Fuchs_1057,Heinrich  Bullinger_495,"Greetings to all my good lords and brethren, my lord mayor, and all my other good friends.",Peter  Fuchs_1057,"all Peter  Fuchs_1057 good lords and brethren, Peter  Fuchs_1057 lord mayor, all Peter  Fuchs_1057 other good friends."
13_1807_11853.xml,Unknown,Heinrich  Bullinger_495,My household also sends its greetings to you.,Unknown household,Heinrich  Bullinger_495
